sample	country	region	source	date	iso_year	iso_week_nr	iso_week	ST	note	nomenclature_code_2023-03-28	MST-4x1.0	MST-7x1.0	MST-15x1.0	pct_called	QUAL_called
sample_0325	A	A9	clinical	2014-05-11	2014	19	2014W19	1	not_real_data_test_only	C35-S125-S205-A	singleton_205	singleton_125	singleton_12	0.9959954233409613	PASS
sample_0326	B	B5	clinical	2014-03-11	2014	11	2014W11	155	not_real_data_test_only	C33-C40-C49-B	cluster_49	cluster_40	cluster_93	0.998283752860412	PASS
sample_0327	A		food	2014-10-21	2014	43	2014W43	54	not_real_data_test_only	C23-S331-S411-A	singleton_411	singleton_331	singleton_218	0.9965675057208238	PASS
sample_0328	A	A1	food	2014-10-21	2014	43	2014W43	1	not_real_data_test_only	C35-S188-S268-A	singleton_268	singleton_188	singleton_74	0.9805491990846682	PASS
sample_0329	B	B6	food	2014-10-21	2014	43	2014W43	na	not_real_data_test_only	-B				0.8964530892448512	excluded
sample_0330	C	B5	food	2014-10-21	2014	43	2014W43	121	not_real_data_test_only	C31-S189-S269-C	singleton_269	singleton_189	singleton_75	0.97883295194508	PASS
sample_0331	C	B6	food	2014-10-21	2014	43	2014W43	1	not_real_data_test_only	C35-S133-S213-C	singleton_213	singleton_133	singleton_20	0.9805491990846682	PASS
sample_0332	B	B7	food	2014-10-17	2014	42	2014W42	3	not_real_data_test_only	C32-S135-S215-B	singleton_215	singleton_135	singleton_22	0.9708237986270024	PASS
sample_0333	C	B7	clinical	2014-10-15	2014	42	2014W42	217	not_real_data_test_only	C28-C126-C121-C	cluster_121	cluster_126	cluster_113	0.9965675057208238	PASS
sample_0334	A	A2	clinical	2014-05-10	2014	19	2014W19	1	not_real_data_test_only	C35-C3-C6-A	cluster_6	cluster_3	cluster_2	0.9954233409610984	PASS
sample_0335	B		clinical	2014-09-22	2014	39	2014W39	1	not_real_data_test_only	C35-C62-S74-B	singleton_74	cluster_62	cluster_105	0.9954233409610984	PASS
sample_0336	C		clinical	2014-09-18	2014	38	2014W38	1	not_real_data_test_only	C35-C93-S38-C	singleton_38	cluster_93	cluster_64	0.9954233409610984	PASS
sample_0337	A	A3	food	2014-08-26	2014	35	2014W35	121	not_real_data_test_only	C31-S117-S197-A	singleton_197	singleton_117	cluster_108	0.9959954233409613	PASS
sample_0338	B	B1	clinical	2014-01-08	2014	2	2014W02	na	not_real_data_test_only	C35-C82-C81-B	cluster_81	cluster_82	cluster_58	0.9954233409610984	PASS
sample_0339	C	B1	clinical	2014-07-17	2014	29	2014W29	2	not_real_data_test_only	C30-C73-C90-C	cluster_90	cluster_73	cluster_54	0.9965675057208238	PASS
sample_0340	A	A4	food	2014-06-25	2014	26	2014W26	7	not_real_data_test_only	C29-S338-S418-A	singleton_418	singleton_338	singleton_225	0.9679633867276888	PASS
sample_0341	B	B2	clinical	2014-06-23	2014	26	2014W26	4	not_real_data_test_only	C34-C115-C112-B	cluster_112	cluster_115	cluster_78	0.9965675057208238	PASS
sample_0342	C	B2	clinical	2014-03-06	2014	10	2014W10	4	not_real_data_test_only	C34-C51-C64-C	cluster_64	cluster_51	cluster_36	0.9959954233409613	PASS
sample_0343	A	A5	food	2014-05-19	2014	21	2014W21	9	not_real_data_test_only	C26-S187-S267-A	singleton_267	singleton_187	singleton_73	0.9851258581235698	PASS
sample_0344	B	B3	food	2014-11-05	2014	45	2014W45	8	not_real_data_test_only	C21-C120-S159-B	singleton_159	cluster_120	cluster_98	0.9919908466819222	PASS
sample_0345	C	B3	food	2014-08-05	2014	32	2014W32	8	not_real_data_test_only	C21-C120-S160-C	singleton_160	cluster_120	cluster_98	0.9822654462242564	PASS
sample_0346	A	A6	food	2014-04-29	2014	18	2014W18	9	not_real_data_test_only	C26-S36-S112-A	singleton_112	singleton_36	cluster_88	0.986842105263158	PASS
sample_0347	B	B4	clinical	2014-04-25	2014	17	2014W17	666	not_real_data_test_only	C17-S120-S200-B	singleton_200	singleton_120	cluster_109	0.9925629290617848	PASS
sample_0348	C	B4	food	2014-04-22	2014	17	2014W17	29	not_real_data_test_only	C9-C114-C111-C	cluster_111	cluster_114	cluster_76	0.9919908466819222	PASS
sample_0349	A	A7	clinical	2014-04-17	2014	16	2014W16	2	not_real_data_test_only	C30-C74-C91-A	cluster_91	cluster_74	cluster_55	0.9954233409610984	PASS
sample_0350	B	B5	clinical	2014-03-29	2014	13	2014W13	3	not_real_data_test_only	C32-S158-S238-B	singleton_238	singleton_158	singleton_45	0.9942791762013728	PASS
sample_0351	C	B5	clinical	2014-03-20	2014	12	2014W12	1	not_real_data_test_only	C35-C50-C63-C	cluster_63	cluster_50	cluster_35	0.9959954233409613	PASS
sample_0352	A	A8	clinical	2014-03-13	2014	11	2014W11	8	not_real_data_test_only	C21-S47-S125-A	singleton_125	singleton_47	cluster_103	0.9971395881006864	PASS
sample_0353	B	B6	clinical	2014-03-13	2014	11	2014W11	8	not_real_data_test_only	C21-C39-C48-B	cluster_48	cluster_39	cluster_103	0.9959954233409613	PASS
sample_0354	C	B6	food	2014-03-13	2014	11	2014W11	9	not_real_data_test_only	C26-C12-S68-C	singleton_68	cluster_12	cluster_88	0.9931350114416476	PASS
sample_0355	A	A9	clinical	2014-05-03	2014	18	2014W18	8	not_real_data_test_only	C21-S39-S115-A	singleton_115	singleton_39	cluster_103	0.9965675057208238	PASS
sample_0356	A		food	2014-05-03	2014	18	2014W18	9	not_real_data_test_only	C26-S81-S161-A	singleton_161	singleton_81	cluster_9	0.9811212814645308	PASS
sample_0357	A	A1	food	2014-05-03	2014	18	2014W18	na	not_real_data_test_only	S11-S358-S438-A	singleton_438	singleton_358	singleton_245	0.9897025171624714	PASS
sample_0358	B	B7	food	2014-05-03	2014	18	2014W18	9	not_real_data_test_only	C26-C100-S48-B	singleton_48	cluster_100	cluster_66	0.9805491990846682	PASS
sample_0359	B		food	2014-05-03	2014	18	2014W18	3	not_real_data_test_only	C32-S129-S209-B	singleton_209	singleton_129	singleton_16	0.9959954233409613	PASS
sample_0360	C	B7	food	2014-05-03	2014	18	2014W18	2	not_real_data_test_only	C30-S273-S353-C	singleton_353	singleton_273	singleton_160	0.9942791762013728	PASS
sample_0361	C		food	2014-05-03	2014	18	2014W18	na	not_real_data_test_only	C21-C56-C69-C	cluster_69	cluster_56	cluster_40	0.9942791762013728	PASS
sample_0362	B	B1	clinical	2014-02-25	2014	9	2014W09	1	not_real_data_test_only	C35-C50-C63-B	cluster_63	cluster_50	cluster_35	0.9954233409610984	PASS
sample_0363	A	A2	food	2014-02-17	2014	8	2014W08	29	not_real_data_test_only	C11-C116-S124-A	singleton_124	cluster_116	cluster_92	0.9742562929061784	PASS
sample_0364	C	B1	food	2014-02-17	2014	8	2014W08	121	not_real_data_test_only	C31-S159-S239-C	singleton_239	singleton_159	singleton_46	0.9977116704805492	PASS
sample_0365	B	B2	clinical	2014-02-16	2014	7	2014W07	8	not_real_data_test_only	C21-C39-C48-B	cluster_48	cluster_39	cluster_103	0.9959954233409613	PASS
sample_0366	C	B2	clinical	2014-09-02	2014	36	2014W36	1	not_real_data_test_only	C35-C94-S39-C	singleton_39	cluster_94	cluster_65	0.9959954233409613	PASS
sample_0367	A	A3	food	2014-01-24	2014	4	2014W04	9	not_real_data_test_only	C26-C12-C16-A	cluster_16	cluster_12	cluster_88	0.9834096109839816	PASS
sample_0368	B	B3	food	2014-01-24	2014	4	2014W04	29	not_real_data_test_only	C9-C114-C111-B	cluster_111	cluster_114	cluster_76	0.982837528604119	PASS
sample_0369	C	B3	clinical	2014-01-21	2014	4	2014W04	2	not_real_data_test_only	C30-C31-C39-C	cluster_39	cluster_31	cluster_20	0.9954233409610984	PASS
sample_0370	A	A4	clinical	2014-01-13	2014	3	2014W03	200	not_real_data_test_only	C5-C36-C45-A	cluster_45	cluster_36	cluster_25	0.9965675057208238	PASS
sample_0371	B	B4	food	2014-01-13	2014	3	2014W03	na	not_real_data_test_only	C11-C112-S80-B	singleton_80	cluster_112	cluster_92	0.982837528604119	PASS
sample_0372	C	B4	food	2014-07-01	2014	27	2014W27	9	not_real_data_test_only	C26-S323-S403-C	singleton_403	singleton_323	singleton_210	0.9977116704805492	PASS
sample_0373	A	A5	clinical	2013-12-18	2013	51	2013W51	2	not_real_data_test_only	C30-C48-S23-A	singleton_23	cluster_48	cluster_33	0.9965675057208238	PASS
sample_0374	B	B5	clinical	2013-11-27	2013	48	2013W48	2	not_real_data_test_only	C30-C31-C39-B	cluster_39	cluster_31	cluster_20	0.9942791762013728	PASS
sample_0375	C	B5	food	2013-11-25	2013	48	2013W48	121	not_real_data_test_only	C31-C119-C115-C	cluster_115	cluster_119	cluster_97	0.986842105263158	PASS
sample_0376	A	A6	food	2013-05-11	2013	19	2013W19	6	not_real_data_test_only	C24-C111-C109-A	cluster_109	cluster_111	cluster_70	0.9925629290617848	PASS
sample_0377	B	B6	clinical	2013-04-11	2013	15	2013W15	8	not_real_data_test_only	C21-S29-S105-B	singleton_105	singleton_29	cluster_103	0.9965675057208238	PASS
sample_0378	C	B6	clinical	2013-10-28	2013	44	2013W44	2	not_real_data_test_only	C30-C48-C61-C	cluster_61	cluster_48	cluster_33	0.9954233409610984	PASS
sample_0379	A	A7	food	2013-10-24	2013	43	2013W43	2	not_real_data_test_only	C30-S343-S423-A	singleton_423	singleton_343	singleton_230	0.975400457665904	PASS
sample_0380	B	B7	food	2013-10-20	2013	42	2013W42	121	not_real_data_test_only	C31-C119-C115-B	cluster_115	cluster_119	cluster_97	0.9856979405034324	PASS
sample_0381	C	B7	food	2013-10-20	2013	42	2013W42	121	not_real_data_test_only	C31-C119-C115-C	cluster_115	cluster_119	cluster_97	0.9805491990846682	PASS
sample_0382	A	A8	clinical	2013-09-20	2013	38	2013W38	87	not_real_data_test_only	C14-C61-C75-A	cluster_75	cluster_61	cluster_100	0.9954233409610984	PASS
sample_0383	A	A9	clinical	2013-06-19	2013	25	2013W25	155	not_real_data_test_only	C33-C40-C49-A	cluster_49	cluster_40	cluster_93	0.998283752860412	PASS
sample_0384	B		clinical	2013-06-19	2013	25	2013W25	217	not_real_data_test_only	C28-C18-C22-B	cluster_22	cluster_18	cluster_12	0.9965675057208238	PASS
sample_0385	C		clinical	2013-06-19	2013	25	2013W25	217	not_real_data_test_only	C28-C18-C22-C	cluster_22	cluster_18	cluster_12	0.9954233409610984	PASS
sample_0386	B	B1	clinical	2013-05-06	2013	19	2013W19	1	not_real_data_test_only	C35-C81-C40-B	cluster_40	cluster_81	cluster_84	0.9959954233409613	PASS
sample_0387	C	B1	clinical	2013-01-05	2013	1	2013W01	219	not_real_data_test_only	C25-C125-C120-C	cluster_120	cluster_125	cluster_112	0.9965675057208238	PASS
sample_0388	A		clinical	2013-04-22	2013	17	2013W17	2	not_real_data_test_only	C30-C48-C61-A	cluster_61	cluster_48	cluster_33	0.9965675057208238	PASS
sample_0389	B	B2	clinical	2013-04-15	2013	16	2013W16	224	not_real_data_test_only	C22-S275-S355-B	singleton_355	singleton_275	singleton_162	0.998283752860412	PASS
sample_0390	C	B2	food	2013-10-04	2013	40	2013W40	388	not_real_data_test_only	C16-S267-S347-C	singleton_347	singleton_267	singleton_154	0.9794050343249427	PASS
sample_0391	A	A1	clinical	2013-09-04	2013	36	2013W36	1	not_real_data_test_only	C35-C62-C76-A	cluster_76	cluster_62	cluster_105	0.9959954233409613	PASS
sample_0392	B	B3	clinical	2013-01-04	2013	1	2013W01	1	not_real_data_test_only	C35-S106-S186-B	singleton_186	singleton_106	cluster_102	0.9948512585812356	PASS
sample_0393	C	B3	clinical	2013-01-04	2013	1	2013W01	1	not_real_data_test_only	C35-C92-C37-C	cluster_37	cluster_92	cluster_105	0.9954233409610984	PASS
sample_0394	A	A2	clinical	2013-03-19	2013	12	2013W12	4	not_real_data_test_only	C34-S195-S275-A	singleton_275	singleton_195	singleton_81	0.9959954233409613	PASS
sample_0395	B	B4	clinical	2013-03-19	2013	12	2013W12	219	not_real_data_test_only	C25-S313-S393-B	singleton_393	singleton_313	singleton_200	0.9971395881006864	PASS
sample_0396	C	B4	clinical	2013-03-16	2013	11	2013W11	na	not_real_data_test_only	C17-S218-S298-C	singleton_298	singleton_218	singleton_104	0.9948512585812356	PASS
sample_0397	A	A3	clinical	2013-12-03	2013	49	2013W49	1	not_real_data_test_only	C35-C3-C6-A	cluster_6	cluster_3	cluster_2	0.9959954233409613	PASS
sample_0398	A	A4	food	2013-12-03	2013	49	2013W49	121	not_real_data_test_only	C31-C69-C86-A	cluster_86	cluster_69	cluster_51	0.9856979405034324	PASS
sample_0399	B	B5	food	2013-12-03	2013	49	2013W49	1	not_real_data_test_only	C35-S327-S407-B	singleton_407	singleton_327	singleton_214	0.9771167048054921	PASS
sample_0400	B	B6	food	2013-12-03	2013	49	2013W49	121	not_real_data_test_only	C31-C69-C86-B	cluster_86	cluster_69	cluster_51	0.9965675057208238	PASS
sample_0401	C	B5	food	2013-12-03	2013	49	2013W49	121	not_real_data_test_only	C31-C9-S15-C	singleton_15	cluster_9	cluster_5	0.9856979405034324	PASS
sample_0402	A	A5	food	2013-02-28	2013	9	2013W09	91	not_real_data_test_only	S10-S357-S437-A	singleton_437	singleton_357	singleton_244	0.9891304347826086	PASS
sample_0403	C	B6	food	2013-02-28	2013	9	2013W09	9	not_real_data_test_only	C26-C14-C18-C	cluster_18	cluster_14	cluster_9	0.9971395881006864	PASS
sample_0404	B	B7	clinical	2013-10-02	2013	40	2013W40	101	not_real_data_test_only	C36-C128-C123-B	cluster_123	cluster_128	cluster_115	0.998283752860412	PASS
sample_0405	C	B7	clinical	2013-09-02	2013	36	2013W36	736	not_real_data_test_only	C10-C123-C118-C	cluster_118	cluster_123	cluster_110	0.9977116704805492	PASS
sample_0406	A	A6	clinical	2013-04-02	2013	14	2013W14	4	not_real_data_test_only	C34-C115-C112-A	cluster_112	cluster_115	cluster_78	0.9965675057208238	PASS
sample_0407	B		clinical	2013-01-31	2013	5	2013W05	217	not_real_data_test_only	C28-C126-C121-B	cluster_121	cluster_126	cluster_113	0.9965675057208238	PASS
sample_0408	C		clinical	2013-01-30	2013	5	2013W05	3	not_real_data_test_only	C32-S196-S276-C	singleton_276	singleton_196	singleton_82	0.9959954233409613	PASS
sample_0409	A	A7	clinical	2013-01-23	2013	4	2013W04	87	not_real_data_test_only	C14-S14-S90-A	singleton_90	singleton_14	cluster_100	0.9931350114416476	PASS
sample_0410	B	B1	clinical	2013-01-14	2013	3	2013W03	4	not_real_data_test_only	C34-S191-S271-B	singleton_271	singleton_191	singleton_77	0.9965675057208238	PASS
sample_0411	C	B1	clinical	2013-12-01	2013	48	2013W48	6	not_real_data_test_only	C24-S80-S158-C	singleton_158	singleton_80	cluster_70	0.9977116704805492	PASS
sample_0412	A	A8	food	2012-04-12	2012	15	2012W15	121	not_real_data_test_only	C31-S176-S256-A	singleton_256	singleton_176	singleton_62	0.9879862700228832	PASS
sample_0413	A	A9	food	2012-03-12	2012	11	2012W11	121	not_real_data_test_only	C31-S37-S113-A	singleton_113	singleton_37	cluster_51	0.9622425629290616	PASS
sample_0414	A		food	2012-03-12	2012	11	2012W11	20	not_real_data_test_only	C8-C87-S19-A	singleton_19	cluster_87	cluster_62	0.9977116704805492	PASS
sample_0415	B	B2	food	2012-03-12	2012	11	2012W11	155	not_real_data_test_only	C33-C66-C83-B	cluster_83	cluster_66	cluster_48	0.9942791762013728	PASS
sample_0416	B	B3	food	2012-03-12	2012	11	2012W11	155	not_real_data_test_only	C33-C66-C83-B	cluster_83	cluster_66	cluster_48	0.998283752860412	PASS
sample_0417	B	B4	food	2012-03-12	2012	11	2012W11	20	not_real_data_test_only	C8-C87-S20-B	singleton_20	cluster_87	cluster_62	0.9977116704805492	PASS
sample_0418	C	B2	food	2012-03-12	2012	11	2012W11	121	not_real_data_test_only	C31-S118-S198-C	singleton_198	singleton_118	cluster_108	0.9931350114416476	PASS
sample_0419	C	B3	food	2012-03-12	2012	11	2012W11	87	not_real_data_test_only	C14-C106-C34-C	cluster_34	cluster_106	cluster_100	0.9954233409610984	PASS
sample_0420	C	B4	food	2012-11-27	2012	48	2012W48	217	not_real_data_test_only	C28-S147-S227-C	singleton_227	singleton_147	singleton_34	0.9954233409610984	PASS
sample_0421	A	A1	food	2012-11-26	2012	48	2012W48	1	not_real_data_test_only	C35-S102-S182-A	singleton_182	singleton_102	cluster_105	0.9959954233409613	PASS
sample_0422	B	B5	clinical	2012-11-22	2012	47	2012W47	87	not_real_data_test_only	C14-C106-C11-B	cluster_11	cluster_106	cluster_100	0.9959954233409613	PASS
sample_0423	C	B5	food	2012-11-16	2012	46	2012W46	1	not_real_data_test_only	C35-C42-C54-C	cluster_54	cluster_42	cluster_29	0.9959954233409613	PASS
sample_0424	A	A2	food	2012-11-15	2012	46	2012W46	1	not_real_data_test_only	C35-C42-C54-A	cluster_54	cluster_42	cluster_29	0.9959954233409613	PASS
sample_0425	A	A3	food	2012-11-14	2012	46	2012W46	1	not_real_data_test_only	C35-C42-C54-A	cluster_54	cluster_42	cluster_29	0.9959954233409613	PASS
sample_0426	B	B6	food	2012-11-14	2012	46	2012W46	1	not_real_data_test_only	C35-C42-C54-B	cluster_54	cluster_42	cluster_29	0.9965675057208238	PASS
sample_0427	B	B7	food	2012-11-14	2012	46	2012W46	1	not_real_data_test_only	C35-C42-C54-B	cluster_54	cluster_42	cluster_29	0.9965675057208238	PASS
sample_0428	C	B6	food	2012-11-14	2012	46	2012W46	na	not_real_data_test_only	C31-S7-S83-C	singleton_83	singleton_7	cluster_72	0.9965675057208238	PASS
sample_0429	A	A4	food	2012-12-11	2012	50	2012W50	9	not_real_data_test_only	C26-S226-S306-A	singleton_306	singleton_226	singleton_112	0.998283752860412	PASS
sample_0430	C	B7	food	2012-12-11	2012	50	2012W50	6	not_real_data_test_only	C24-S263-S343-C	singleton_343	singleton_263	singleton_150	0.9959954233409613	PASS
sample_0431	B		food	2012-06-11	2012	24	2012W24	9	not_real_data_test_only	C26-C14-C18-B	cluster_18	cluster_14	cluster_9	0.9977116704805492	PASS
sample_0432	A	A5	food	2012-10-18	2012	42	2012W42	1	not_real_data_test_only	C35-C6-C9-A	cluster_9	cluster_6	cluster_102	0.9948512585812356	PASS
sample_0433	B	B1	food	2012-10-18	2012	42	2012W42	1	not_real_data_test_only	C35-C6-C9-B	cluster_9	cluster_6	cluster_102	0.9954233409610984	PASS
sample_0434	C		food	2012-10-18	2012	42	2012W42	8	not_real_data_test_only	C21-S109-S189-C	singleton_189	singleton_109	singleton_1	0.9971395881006864	PASS
sample_0435	C	B1	food	2012-10-17	2012	42	2012W42	7	not_real_data_test_only	C29-S184-S264-C	singleton_264	singleton_184	singleton_70	0.9937070938215103	PASS
sample_0436	A	A6	food	2012-10-15	2012	42	2012W42	9	not_real_data_test_only	C26-S186-S266-A	singleton_266	singleton_186	singleton_72	0.9965675057208238	PASS
sample_0437	B	B2	clinical	2012-09-14	2012	37	2012W37	382	not_real_data_test_only	C13-C103-S16-B	singleton_16	cluster_103	cluster_68	0.9971395881006864	PASS
sample_0438	A	A7	clinical	2012-04-09	2012	15	2012W15	6	not_real_data_test_only	C24-C15-C19-A	cluster_19	cluster_15	cluster_107	0.9977116704805492	PASS
sample_0439	C	B2	clinical	2012-04-09	2012	15	2012W15	6	not_real_data_test_only	C24-C15-C19-C	cluster_19	cluster_15	cluster_107	0.9971395881006864	PASS
sample_0440	B	B3	clinical	2012-08-22	2012	34	2012W34	382	not_real_data_test_only	C13-C103-S17-B	singleton_17	cluster_103	cluster_68	0.9776887871853548	PASS
sample_0441	A	A8	clinical	2012-01-06	2012	1	2012W01	87	not_real_data_test_only	C14-C106-C11-A	cluster_11	cluster_106	cluster_100	0.9942791762013728	PASS
sample_0442	C	B3	clinical	2012-01-06	2012	1	2012W01	87	not_real_data_test_only	C14-C106-C11-C	cluster_11	cluster_106	cluster_100	0.9959954233409613	PASS
sample_0443	B	B4	clinical	2012-09-02	2012	35	2012W35	736	not_real_data_test_only	C10-C123-C118-B	cluster_118	cluster_123	cluster_110	0.9977116704805492	PASS
sample_0444	C	B4	clinical	2011-10-12	2011	41	2011W41	1	not_real_data_test_only	C35-C81-C93-C	cluster_93	cluster_81	cluster_84	0.9954233409610984	PASS
sample_0445	A	A9	clinical	2011-08-12	2011	32	2011W32	1	not_real_data_test_only	C35-C81-C93-A	cluster_93	cluster_81	cluster_84	0.9954233409610984	PASS
sample_0446	B	B5	clinical	2011-10-28	2011	43	2011W43	6	not_real_data_test_only	C24-S241-S321-B	singleton_321	singleton_241	singleton_127	0.9971395881006864	PASS
sample_0447	C	B5	clinical	2011-10-10	2011	41	2011W41	87	not_real_data_test_only	C14-C106-C3-C	cluster_3	cluster_106	cluster_100	0.9959954233409613	PASS
sample_0448	A		clinical	2011-01-10	2011	2	2011W02	1	not_real_data_test_only	C35-C92-C37-A	cluster_37	cluster_92	cluster_105	0.9954233409610984	PASS
sample_0449	B	B6	clinical	2011-09-16	2011	37	2011W37	1	not_real_data_test_only	C35-C76-C94-B	cluster_94	cluster_76	cluster_56	0.9954233409610984	PASS
sample_0450	C	B6	clinical	2011-09-13	2011	37	2011W37	6	not_real_data_test_only	C24-C90-S33-C	singleton_33	cluster_90	cluster_63	0.9954233409610984	PASS
sample_0451	A	A1	clinical	2011-12-09	2011	49	2011W49	1	not_real_data_test_only	C35-C92-C37-A	cluster_37	cluster_92	cluster_105	0.9954233409610984	PASS
sample_0452	B	B7	clinical	2011-12-09	2011	49	2011W49	1	not_real_data_test_only	C35-S280-S360-B	singleton_360	singleton_280	singleton_167	0.9954233409610984	PASS
sample_0453	C	B7	clinical	2011-08-09	2011	32	2011W32	1	not_real_data_test_only	C35-C105-S58-C	singleton_58	cluster_105	cluster_84	0.9959954233409613	PASS
sample_0454	A	A2	clinical	2011-04-09	2011	14	2011W14	1	not_real_data_test_only	C35-S304-S384-A	singleton_384	singleton_304	singleton_191	0.9948512585812356	PASS
sample_0455	B		clinical	2011-08-28	2011	34	2011W34	388	not_real_data_test_only	C16-S90-S170-B	singleton_170	singleton_90	cluster_96	0.9959954233409613	PASS
sample_0456	C		clinical	2011-09-08	2011	36	2011W36	2	not_real_data_test_only	C30-S101-S181-C	singleton_181	singleton_101	cluster_104	0.9959954233409613	PASS
sample_0457	A	A3	clinical	2011-07-28	2011	30	2011W30	3	not_real_data_test_only	C32-S215-S295-A	singleton_295	singleton_215	singleton_101	0.9965675057208238	PASS
sample_0458	B	B1	clinical	2011-07-21	2011	29	2011W29	217	not_real_data_test_only	C28-S69-S147-B	singleton_147	singleton_69	cluster_90	0.9948512585812356	PASS
sample_0459	A	A4	clinical	2011-07-19	2011	29	2011W29	1	not_real_data_test_only	C35-C79-C97-A	cluster_97	cluster_79	cluster_84	0.9959954233409613	PASS
sample_0460	C	B1	clinical	2011-07-19	2011	29	2011W29	1	not_real_data_test_only	C35-C81-C40-C	cluster_40	cluster_81	cluster_84	0.9931350114416476	PASS
sample_0461	B	B2	clinical	2011-06-27	2011	26	2011W26	na	not_real_data_test_only	C27-S325-S405-B	singleton_405	singleton_325	singleton_212	0.9959954233409613	PASS
sample_0462	C	B2	clinical	2011-06-24	2011	25	2011W25	1	not_real_data_test_only	C35-C81-C93-C	cluster_93	cluster_81	cluster_84	0.9959954233409613	PASS
sample_0463	A	A5	clinical	2011-06-21	2011	25	2011W25	2	not_real_data_test_only	C30-C74-S28-A	singleton_28	cluster_74	cluster_55	0.9959954233409613	PASS
sample_0464	B	B3	clinical	2011-06-20	2011	25	2011W25	87	not_real_data_test_only	C14-C106-C34-B	cluster_34	cluster_106	cluster_100	0.9954233409610984	PASS
sample_0465	C	B3	clinical	2011-07-06	2011	27	2011W27	2	not_real_data_test_only	C30-S100-S180-C	singleton_180	singleton_100	cluster_104	0.9959954233409613	PASS
sample_0466	A	A6	clinical	2011-05-26	2011	21	2011W21	121	not_real_data_test_only	C31-S229-S309-A	singleton_309	singleton_229	singleton_115	0.9965675057208238	PASS
sample_0467	B	B4	clinical	2011-05-05	2011	18	2011W18	1	not_real_data_test_only	C35-S342-S422-B	singleton_422	singleton_342	singleton_229	0.9891304347826086	PASS
sample_0468	C	B4	clinical	2011-04-27	2011	17	2011W17	1	not_real_data_test_only	C35-C81-C40-C	cluster_40	cluster_81	cluster_84	0.9931350114416476	PASS
sample_0469	A	A7	clinical	2011-04-16	2011	15	2011W15	219	not_real_data_test_only	C25-S251-S331-A	singleton_331	singleton_251	singleton_137	0.990274599542334	PASS
sample_0470	B	B5	clinical	2011-04-14	2011	15	2011W15	5	not_real_data_test_only	C18-S221-S301-B	singleton_301	singleton_221	singleton_107	0.9816933638443937	PASS
sample_0471	A	A8	clinical	2011-02-04	2011	5	2011W05	426	not_real_data_test_only	C6-C43-C55-A	cluster_55	cluster_43	cluster_30	0.9959954233409613	PASS
sample_0472	C	B5	clinical	2011-02-04	2011	5	2011W05	426	not_real_data_test_only	C6-C43-C55-C	cluster_55	cluster_43	cluster_30	0.9965675057208238	PASS
sample_0473	B	B6	clinical	2011-03-23	2011	12	2011W12	1	not_real_data_test_only	C35-C95-C103-B	cluster_103	cluster_95	cluster_102	0.9948512585812356	PASS
sample_0474	C	B6	clinical	2011-03-16	2011	11	2011W11	378	not_real_data_test_only	C12-S163-S243-C	singleton_243	singleton_163	singleton_50	0.9971395881006864	PASS
sample_0475	A	A9	clinical	2011-09-03	2011	35	2011W35	388	not_real_data_test_only	C16-S75-S153-A	singleton_153	singleton_75	cluster_96	0.9965675057208238	PASS
sample_0476	B	B7	clinical	2011-08-03	2011	31	2011W31	1	not_real_data_test_only	C35-C81-S67-B	singleton_67	cluster_81	cluster_84	0.9937070938215103	PASS
sample_0477	C	B7	clinical	2011-07-03	2011	26	2011W26	2	not_real_data_test_only	C30-C98-S44-C	singleton_44	cluster_98	cluster_80	0.9937070938215103	PASS
sample_0478	A		clinical	2011-05-03	2011	18	2011W18	388	not_real_data_test_only	C16-C65-C82-A	cluster_82	cluster_65	cluster_47	0.9965675057208238	PASS
sample_0479	B		clinical	2011-04-03	2011	13	2011W13	4	not_real_data_test_only	C34-C84-C100-B	cluster_100	cluster_84	cluster_60	0.9959954233409613	PASS
sample_0480	C		clinical	2011-04-03	2011	13	2011W13	3	not_real_data_test_only	C32-S146-S226-C	singleton_226	singleton_146	singleton_33	0.9954233409610984	PASS
sample_0481	A	A1	clinical	2011-02-28	2011	9	2011W09	1	not_real_data_test_only	C35-S3-S77-A	singleton_77	singleton_3	cluster_102	0.9891304347826086	PASS
sample_0482	B	B1	environmental	2011-02-25	2011	8	2011W08	8	not_real_data_test_only	C21-C96-S42-B	singleton_42	cluster_96	cluster_103	0.9942791762013728	PASS
sample_0483	C	B1	clinical	2011-02-24	2011	8	2011W08	6	not_real_data_test_only	C24-S150-S230-C	singleton_230	singleton_150	singleton_37	0.9959954233409613	PASS
sample_0484	A	A2	clinical	2011-02-18	2011	7	2011W07	87	not_real_data_test_only	C14-C106-S59-A	singleton_59	cluster_106	cluster_100	0.9959954233409613	PASS
sample_0485	B	B2	clinical	2011-02-13	2011	6	2011W06	388	not_real_data_test_only	C16-C65-C82-B	cluster_82	cluster_65	cluster_47	0.9948512585812356	PASS
sample_0486	C	B2	clinical	2011-07-02	2011	26	2011W26	2	not_real_data_test_only	C30-S270-S350-C	singleton_350	singleton_270	singleton_157	0.9965675057208238	PASS
sample_0487	A	A3	clinical	2011-01-26	2011	4	2011W04	1	not_real_data_test_only	C35-C82-C58-A	cluster_58	cluster_82	cluster_58	0.9959954233409613	PASS
sample_0488	B	B3	clinical	2011-01-26	2011	4	2011W04	1	not_real_data_test_only	C35-C82-C58-B	cluster_58	cluster_82	cluster_58	0.9959954233409613	PASS
