partition	cluster	cluster_length	samples
avg_clade-2x1.0	cluster_354957	9	USA/MD-CDC-QDX48192701/2023|OQ782468.1|2023-03-21,USA/GA-CDC-QDX48586899/2023|OQ825740.1|2023-03-30,USA/NY-CDC-LC1034530/2023|OQ802369.1|2023-03-27,Scotland/SCOT-28500/2023|OX462845.1|2023-03-20,Scotland/SCOT-28500/2023|2023-03-20,USA/PA-CDC-LC1032335/2023|OQ734344.1|2023-03-25,USA/FL-CDC-QDX48685511/2023|OQ827942.1|2023-04-03,USA/FL-CDC-QDX48587448/2023|OQ827422.1|2023-04-01,USA/FL-CDC-LC1025393/2023|OQ642987.1|2023-03-03
avg_clade-2x1.0	cluster_359977	4	USA/TX-CDC-QDX48587222/2023|OQ825789.1|2023-03-30,USA/WA-CDC-UW23030736472/2023|OQ619369.1|2023-03-07,USA/WA-CDC-UW23031209706/2023|OQ704369.1|2023-03-12,USA/CA-CDC-LC1026735/2023|OQ660685.1|2023-03-03
avg_clade-2x1.0	cluster_390725	6	CHN/YNCDC-0178/2023|C_AA007838.1|2023-03-14,CHN/YNCDC-0158/2023|C_AA007818.1|2023-03-13,CHN/YNCDC-0179/2023|C_AA007839.1|2023-03-14,CHN/YNCDC-0176/2023|C_AA007836.1|2023-03-13,CHN/YNCDC-0277/2023|C_AA010740.1|2023-04-05,CHN/YNCDC-0276/2023|C_AA010739.1|2023-03-31
avg_clade-2x1.0	cluster_375918	1	USA/PA-CDC-LC1028800/2023|OQ681716.1|2023-03-09
avg_clade-2x1.0	cluster_340342	14	Switzerland/GE-HUG-40838479/2023|OX455752.1|2023-03-07,Switzerland/VD-CHUV-GEN16281/2023|OX456446.1|2023-03-09,Switzerland/VD-CHUV-GEN16457/2023|OX464043.1|2023-03-27,Switzerland/VD-CHUV-GEN16498/2023|OX464052.1|2023-04-03,Switzerland/VD-CHUV-GEN16500/2023|OX464094.1|2023-04-03,Switzerland/VD-CHUV-GEN16490/2023|OX464047.1|2023-03-31,Switzerland/GE-HUG-40788825/2023|OX455729.1|2023-03-02,Switzerland/GE-HUG-40810335/2023|OX455727.1|2023-03-04,Switzerland/VS-ICH-2230322216/2023|OX459827.1|2023-03-11,Switzerland/GE-HUG-40822306/2023|OX455721.1|2023-03-06,Switzerland/GE-HUG-40794810/2023|OX455707.1|2023-03-02,Switzerland/GE-HUG-40796834/2023|OX455784.1|2023-03-02,Switzerland/GE-HUG-40846636/2023|OX459832.1|2023-03-08,Switzerland/VD-CHUV-GEN16366/2023|OX463660.1|2023-03-20
avg_clade-2x1.0	cluster_386960	1	USA/PA-CDC-QDX47920390/2023|OQ705017.1|2023-03-10
avg_clade-2x1.0	cluster_370355	1	USA/WY-CDC-LC1033708/2023|OQ748240.1|2023-03-20
avg_clade-2x1.0	cluster_305810	1	England/PHEC-YYETSO6/2023|2023-03-29
avg_clade-2x1.0	cluster_360474	2	USA/NJ-CDC-QDX47492265/2023|OQ654343.1|2023-03-02,USA/NJ-CDC-LC1025522/2023|OQ642748.1|2023-03-01
avg_clade-2x1.0	cluster_384687	2	USA/FL-CDC-QDX47418400/2023|OQ643904.1|2023-03-01,USA/FL-CDC-QDX47418752/2023|OQ643920.1|2023-03-01
avg_clade-2x1.0	cluster_307642	4	England/PLYM-326F0FE9/2023|OX451771.1|2023-03-02,England/PLYM-326F0E0A/2023|OX452396.1|2023-03-02,England/PLYM-32706D30/2023|OX458728.1|2023-03-15,England/PLYM-32706D30/2023|2023-03-15
avg_clade-2x1.0	cluster_364834	1	USA/MN-CDC-VSX-A00449/2023|OQ691678.1|2023-03-07
avg_clade-2x1.0	cluster_355354	1	USA/IL-CDC-LC1025078/2023|OQ642746.1|2023-03-01
avg_clade-2x1.0	singleton_275330	1	England/PHEC-YYEUCU6/2023|2023-04-08
avg_clade-2x1.0	cluster_399624	3	USA/TX-CDC-QDX47973777/2023|OQ712787.1|2023-03-14,USA/OH-CDC-QDX47493220/2023|OQ654579.1|2023-03-03,USA/AZ-2023-0720/2023|OQ718844.1|2023-03-14
avg_clade-2x1.0	cluster_376631	4	USA/TX-CDC-QDX47973747/2023|OQ712944.1|2023-03-14,USA/TX-CDC-QDX48685276/2023|OQ827406.1|2023-04-01,USA/TX-CDC-QDX47696557/2023|OQ684084.1|2023-03-07,USA/NM-CDC-QDX47418239/2023|OQ643954.1|2023-03-01
avg_clade-2x1.0	singleton_226490	1	USA/NY-CDC-QDX47492429/2023|OQ654943.1|2023-03-04
avg_clade-2x1.0	cluster_350965	1	England/PHEC-YYEP8OS/2023|2023-03-08
avg_clade-2x1.0	cluster_391839	1	CHN/QYCDC-093/2023|C_AA008297.1|2023-03-03
avg_clade-2x1.0	cluster_392301	1	USA/NY-CDC-QDX47594400/2023|OQ655638.1|2023-03-05
avg_clade-2x1.0	cluster_370939	2	USA/FL-CDC-QDX47920481/2023|OQ712870.1|2023-03-14,USA/MI-CDC-LC1036994/2023|OQ852365.1|2023-04-10
avg_clade-2x1.0	cluster_390533	50	England/PHEC-YYE1Z1Z/2023|2023-03-31,England/PHEC-YYEO4JM/2023|2023-03-25,England/PHEP-YYG1RTQ/2023|2023-04-01,England/PHEP-YYGUNBX/2023|2023-04-02,England/PHEP-YYG1IPG/2023|2023-04-03,England/PHEP-YYG1IKC/2023|2023-04-03,England/PHEP-YYGURM3/2023|2023-04-09,England/PHEP-YYG1HJ8/2023|2023-04-11,England/PHEP-YYGUYH4/2023|2023-04-10,England/PHEP-YYG1RUK/2023|2023-03-31,England/PHEP-YYGT8QW/2023|2023-03-24,England/PHEP-YYG1RPZ/2023|2023-03-31,England/PHEP-YYGT1CP/2023|2023-03-27,England/PHEP-YYGO7MG/2023|2023-03-20,England/PHEP-YYGOSJT/2023|2023-03-19,England/PHEP-YYGXWF6/2023|2023-03-12,England/PHEP-YYGXWGH/2023|2023-03-12,England/PHEP-YYGOAGI/2023|2023-03-22,England/PHEP-YYGUNK7/2023|2023-04-02,England/PHEP-YYGTEM3/2023|2023-03-23,England/PHEP-YYGT1G3/2023|2023-03-26,England/PHEP-YYGX16P/2023|2023-03-10,England/PHEP-YYGXURB/2023|2023-03-11,England/PHEP-YYGXUWY/2023|2023-03-11,England/PHEP-YYGT1KT/2023|2023-03-26,England/PHEP-YYGT845/2023|2023-03-23,England/PHEP-YYGTH1S/2023|2023-03-28,England/PHEP-YYGT9D1/2023|2023-03-31,England/PHEP-YYGT9NW/2023|2023-03-31,England/PHEP-YYG1MYK/2023|2023-04-02,England/PHEP-YYG1NYU/2023|2023-03-30,England/PHEP-YYG1K6Q/2023|2023-04-02,England/PHEP-YYG1AN3/2023|2023-04-13,England/PHEP-YYGUDKH/2023|2023-04-06,England/PHEP-YYGUDQW/2023|2023-04-09,England/PHEP-YYGUN1C/2023|2023-04-06,England/PHEP-YYGUD6U/2023|2023-04-10,England/PHEP-YYGUBGG/2023|2023-04-10,England/PHEP-YYGXWBG/2023|2023-03-09,England/PHEP-YYG1IMK/2023|2023-04-03,England/PHEP-YYGOAYB/2023|2023-03-22,England/PHEP-YYGOT3I/2023|2023-03-17,England/PHEP-YYGT8IF/2023|2023-03-22,England/PHEP-YYGTH66/2023|2023-03-27,England/PHEP-YYGUY7A/2023|2023-04-10,England/PHEC-YYEU5RQ/2023|2023-04-10,England/PHEC-YYEUPHM/2023|2023-04-07,England/PHEP-YYGXBZC/2023|2023-03-05,England/BRBR-326F2248/2023|OX452483.1|2023-03-03,England/BRBR-326FE051/2023|OX454511.1|2023-03-08
avg_clade-2x1.0	cluster_343765	3	USA/PA-CDC-QDX47492444/2023|OQ654879.1|2023-03-03,USA/PA-CDC-QDX47594432/2023|OQ655773.1|2023-03-06,USA/PA-BOL-M23021523/2023|OQ786107.1|2023-03-29
avg_clade-2x1.0	cluster_353392	2	USA/VA-CDC-LC1024353/2023|OQ621235.1|2023-03-01,USA/CA-CDC-LC1037047/2023|OQ852430.1|2023-04-13
avg_clade-2x1.0	cluster_334590	2	USA/VA-CDC-LC1031819/2023|OQ734376.1|2023-03-25,USA/NY-CDC-QDX48685166/2023|OQ827710.1|2023-04-03
avg_clade-2x1.0	cluster_336504	3	England/PHEC-YYEU1C8/2023|2023-04-06,USA/WA-CDC-UW23030704434/2023|OQ674602.1|2023-03-07,USA/TX-CDC-VSX-A064973/2023|OQ691835.1|2023-03-15
avg_clade-2x1.0	cluster_388016	12	USA/NY-CDC-QDX47696448/2023|OQ684494.1|2023-03-08,USA/NY-CDC-QDX48043329/2023|OQ713574.1|2023-03-18,USA/NY-CDC-QDX48316234/2023|OQ783462.1|2023-03-24,USA/FL-CDC-QDX47595408/2023|OQ655809.1|2023-03-06,USA/PA-CDC-LC1031955/2023|OQ733899.1|2023-03-21,USA/IL-CDC-QDX48193327/2023|OQ728771.1|2023-03-21,England/PHEP-YYG1O6E/2023|2023-03-25,England/PHEP-YYG1O7K/2023|2023-03-25,USA/NY-CDC-QDX47594526/2023|OQ655790.1|2023-03-06,USA/NY-CDC-QDX47492281/2023|OQ654855.1|2023-03-03,USA/NY-CDC-QDX47492415/2023|OQ654799.1|2023-03-03,USA/NV-CDC-LC1029451/2023|OQ699435.1|2023-03-12
avg_clade-2x1.0	cluster_397864	4	USA/FL-CDC-QDX47771990/2023|OQ704913.1|2023-03-09,USA/FL-CDC-QDX47771672/2023|OQ684723.1|2023-03-09,USA/MI-CDC-QDX48043877/2023|OQ713407.1|2023-03-17,USA/MI-CDC-QDX47870817/2023|OQ705593.1|2023-03-13
avg_clade-2x1.0	cluster_346460	6	USA/PA-CDC-QDX47594364/2023|OQ655418.1|2023-03-04,USA/CA-CDC-LC1028344/2023|OQ681839.1|2023-03-10,USA/CA-CDC-LC1026903/2023|OQ661054.1|2023-03-07,USA/FL-CDC-QDX48587539/2023|OQ827382.1|2023-04-01,USA/FL-CDC-QDX48587538/2023|OQ827397.1|2023-04-01,USA/PA-CDC-QDX47820521/2023|OQ684543.1|2023-03-08
avg_clade-2x1.0	cluster_358249	5	USA/AZ-CDC-LC1033989/2023|OQ748507.1|2023-03-26,USA/TX-CDC-QDX48496753/2023|OQ825132.1|2023-03-26,USA/MO-CDC-QDX48685457/2023|OQ827556.1|2023-04-02,USA/PA-CDC-QDX48316328/2023|OQ783623.1|2023-03-25,USA/MN-MDH-34569/2023|OQ676279.1|2023-03-03
avg_clade-2x1.0	cluster_393153	1	USA/MA-CDCBI-CRSP_KSBILLQQKU64WE57/2023|OQ641966.1|2023-03-07
avg_clade-2x1.0	cluster_390588	1	Switzerland/ZH-UZH-IMV-3ba69871/2023|OX463616.1|2023-03-29
avg_clade-2x1.0	cluster_396825	4	USA/MN-CDC-VSX-A00347/2023|OQ681169.1|2023-03-06,USA/MN-CDC-VSX-A00471/2023|OQ691698.1|2023-03-08,USA/MN-MDH-34898/2023|OQ801075.1|2023-03-22,USA/MN-CDC-QDX48591177/2023|OQ825672.1|2023-03-29
avg_clade-2x1.0	cluster_380661	1	England/PHEC-YYEO63G/2023|2023-03-28
avg_clade-2x1.0	cluster_382411	1	USA/NM-CDC-QDX47594283/2023|OQ655607.1|2023-03-05
avg_clade-2x1.0	cluster_355348	4	USA/CA-CDC-LC1028398/2023|OQ681861.1|2023-03-11,USA/CA-CDC-LC1028380/2023|OQ681789.1|2023-03-10,USA/CA-CDC-LC1032563/2023|OQ733744.1|2023-03-18,USA/CA-CDC-LC1032987/2023|OQ734104.1|2023-03-23
avg_clade-2x1.0	cluster_351864	1	USA/PA-DHSS-B1261669/2023|OQ817005.1|2023-03-25
avg_clade-2x1.0	cluster_357528	1	USA/NY-CDC-QDX48463991/2023|OQ825295.1|2023-03-28
avg_clade-2x1.0	cluster_353256	6	England/BRBR-32701306/2023|OX455999.1|2023-03-10,England/BRBR-327009E7/2023|OX456064.1|2023-03-10,England/BRBR-327013CA/2023|OX456146.1|2023-03-10,England/BRBR-327012AF/2023|OX455971.1|2023-03-10,England/BRBR-327010A5/2023|OX456249.1|2023-03-10,England/PHEP-YYGP9KP/2023|2023-03-07
avg_clade-2x1.0	cluster_342176	2	Scotland/SCOT-28687/2023|OX463502.1|2023-03-27,Scotland/SCOT-28687/2023|2023-03-27
avg_clade-2x1.0	singleton_279841	1	USA/IL-CDC-QDX47418813/2023|OQ644040.1|2023-03-01
avg_clade-2x1.0	cluster_345368	18	USA/MI-CDC-LC1024894/2023|OQ642814.1|2023-03-02,USA/MI-CDC-LC1028110/2023|OQ681600.1|2023-03-06,USA/MI-CDC-QDX48415421/2023|OQ783941.1|2023-03-27,USA/NC-CDC-QDX47696351/2023|OQ684209.1|2023-03-07,USA/NJ-CDC-LC1030888/2023|OQ712289.1|2023-03-16,USA/PA-CDC-QDX48247451/2023|OQ782777.1|2023-03-22,Wales/PHWC-PKQWOM/2023|2023-03-19,USA/NC-CDC-QDX48247323/2023|OQ782698.1|2023-03-22,England/PLYM-3270D8A1/2023|OX459343.1|2023-03-20,England/PHEC-YYEOPZ5/2023|2023-03-27,England/PLYM-3270D8A1/2023|2023-03-20,England/PHEP-YYGO3O9/2023|2023-03-15,England/PHEP-YYGOF8G/2023|2023-03-14,Switzerland/TI-EOC-12_27796304/2023|OX455625.1|2023-03-03,USA/NC-CDC-LC1034423/2023|OQ802505.1|2023-03-29,USA/NC-CDC-QDX47771499/2023|OQ684938.1|2023-03-11,USA/FL-CDC-QDX47595512/2023|OQ655688.1|2023-03-05,Wales/PHWC-PKPJZK/2023|2023-03-02
avg_clade-2x1.0	cluster_381490	10	CHN/QH-ETYY-52/2023|C_AA008739.1|2023-03-27,CHN/QH-HSZ-107/2023|C_AA008740.1|2023-04-02,CHN/QH-HSZ-105/2023|C_AA007360.1|2023-03-15,CHN/QH-QHSYY-128/2023|C_AA007917.1|2023-03-17,CHN/QH-HSZ-103/2023|C_AA007358.1|2023-03-16,CHN/QH-ETYY-40/2023|C_AA007353.1|2023-03-21,CHN/QH-ETYY-35/2023|C_AA007350.1|2023-03-11,CHN/QH-QHSYY-122/2023|C_AA007913.1|2023-03-15,CHN/QH-HSZ-104/2023|C_AA007359.1|2023-03-15,CHN/QH-QHSYY-135/2023|C_AA007368.1|2023-03-26
avg_clade-2x1.0	cluster_392866	8	Northern_Ireland/NIRE-02035f/2023|2023-03-14,Switzerland/TI-EOC-42_27824065/2023|OX460908.1|2023-03-13,England/BRBR-32705BBF/2023|OX458033.1|2023-03-14,England/BRBR-32705A94/2023|OX457658.1|2023-03-14,England/BRBR-3270592E/2023|OX457715.1|2023-03-14,England/BRBR-3270694B/2023|OX458168.1|2023-03-14,England/BRBR-32705C52/2023|OX457897.1|2023-03-14,England/QEUH-32701087/2023|OX456085.1|2023-03-08
avg_clade-2x1.0	cluster_362606	1	England/PHEP-YYGXZR7/2023|2023-03-14
avg_clade-2x1.0	cluster_362895	1	USA/OKPHL0026387/2023|OQ630379.1|2023-03-01
avg_clade-2x1.0	cluster_351649	6	USA/NJ-PHEL-V23008688/2023|OQ682469.1|2023-03-04,England/BRBR-3270C778/2023|OX459449.1|2023-03-17,England/BRBR-3270C778/2023|2023-03-17,USA/MN-CDC-VSX-A00709/2023|OQ691806.1|2023-03-14,USA/MN-CDC-VSX-A00559/2023|OQ691751.1|2023-03-10,USA/MN-CDC-QDX48685651/2023|OQ827752.1|2023-04-03
avg_clade-2x1.0	cluster_356649	2	USA/MD-CDC-QDX47869840/2023|OQ705065.1|2023-03-10,USA/JW9332/2023|OQ857516.1|2023-03-21
avg_clade-2x1.0	cluster_387796	2	USA/OH-CDC-QDX47595446/2023|OQ655736.1|2023-03-06,USA/OH-CDC-LC1032310/2023|OQ734274.1|2023-03-24
avg_clade-2x1.0	cluster_395837	2	USA/NY-CDC-QDX47920319/2023|OQ712892.1|2023-03-14,USA/NC-CDC-LC1036015/2023|OQ833125.1|2023-04-07
avg_clade-2x1.0	cluster_385918	9	England/PHEC-YYEM7BD/2023|2023-03-13,England/PHEC-YYEPXOQ/2023|2023-03-09,USA/MI-CDC-LC1024941/2023|OQ642738.1|2023-03-01,USA/MI-CDC-QDX47418811/2023|OQ644036.1|2023-03-01,USA/MI-CDC-QDX48043806/2023|OQ713344.1|2023-03-16,USA/WA-CDC-QDX48685517/2023|OQ827079.1|2023-03-29,USA/WA-CDC-QDX48685520/2023|OQ827075.1|2023-03-29,USA/WA-CDC-QDX48144191/2023|OQ728161.1|2023-03-18,USA/MI-CDC-2-6966252/2023|OQ816942.1|2023-03-13
avg_clade-2x1.0	cluster_399630	1	USA/MT-MTPHL-4088926/2023|OQ673839.1|2023-03-03
avg_clade-2x1.0	cluster_398493	1	England/QEUH-326F33BD/2023|OX452965.1|2023-03-02
avg_clade-2x1.0	cluster_391353	3	USA/TN-CDC-VSX-A064113/2023|OQ609303.1|2023-03-01,USA/NC-CDC-LC1025367/2023|OQ643181.1|2023-03-05,USA/NV-CDC-LC1029229/2023|OQ699337.1|2023-03-07
avg_clade-2x1.0	cluster_359799	1	USA/CA-CDC-QDX47644448/2023|OQ656033.1|2023-03-07
avg_clade-2x1.0	cluster_381160	1	USA/CA-CDC-QDX48637335/2023|OQ827311.1|2023-03-31
avg_clade-2x1.0	cluster_362559	4	USA/PA-CDC-QDX48415139/2023|OQ783998.1|2023-03-27,USA/NC-CDC-LC1025355/2023|OQ643009.1|2023-03-03,USA/SC-CDC-VSX-A079130/2023|OQ609398.1|2023-03-01,USA/FL-CDC-QDX47493065/2023|OQ654729.1|2023-03-03
avg_clade-2x1.0	cluster_305733	7	England/PLYM-32708D89/2023|2023-03-16,England/PLYM-32708D89/2023|OX459515.1|2023-03-16,England/PLYM-32708D5C/2023|OX459334.1|2023-03-16,England/PLYM-32708D5C/2023|2023-03-16,England/PHEP-YYGOC4A/2023|2023-03-14,Scotland/SCOT-28939/2023|OX463354.1|2023-03-13,Scotland/SCOT-28939/2023|2023-03-13
avg_clade-2x1.0	cluster_352849	16	USA/IL-CDC-LC1024955/2023|OQ642728.1|2023-03-01,USA/IL-CDC-LC1027017/2023|OQ660716.1|2023-03-04,USA/VA-CDC-QDX47696479/2023|OQ684341.1|2023-03-08,USA/NJ-CDC-QDX47869944/2023|OQ705452.1|2023-03-12,USA/SD-CDC-2-6942515/2023|OQ710257.1|2023-03-01,USA/PA-CDC-LC1036075/2023|OQ832863.1|2023-04-02,USA/NC-CDC-LC1036107/2023|OQ833041.1|2023-04-05,USA/NJ-CDC-LC1030974/2023|OQ712609.1|2023-03-20,USA/2023-0746/2023|OQ716977.1|2023-03-13,England/PHEP-YYGTWUH/2023|2023-03-25,USA/IL-CDC-QDX48415233/2023|OQ783847.1|2023-03-27,USA/IL-CDC-QDX48316637/2023|OQ783014.1|2023-03-23,USA/IL-RIPHL_61995_G/2023|OQ787661.1|2023-03-08,USA/MO-CDC-LC1036610/2023|OQ852184.1|2023-04-05,USA/OH-CDC-QDX47820590/2023|OQ705098.1|2023-03-10,USA/IL-CDC-LC1026993/2023|OQ660855.1|2023-03-06
avg_clade-2x1.0	cluster_344967	10	Wales/PHWC-PKQBWS/2023|2023-03-13,Wales/PHWC-PKP7QJ/2023|2023-03-06,Wales/PHWC-PKP7TN/2023|2023-03-06,Wales/PHWC-PKXGOZ/2023|2023-03-28,Wales/PHWC-PKQX6W/2023|2023-03-21,England/PHEP-YYGON3R/2023|2023-03-15,Wales/PHWC-PKPMFP/2023|2023-03-01,Wales/PHWC-PKPSQO/2023|2023-03-09,Wales/PHWC-PKPIMZ/2023|2023-03-10,England/BRBR-326F37EE/2023|OX451894.1|2023-03-04
avg_clade-2x1.0	cluster_391367	2	CHN/SH-XG2304-2075/2023|C_AA009168.1|2023-03-29,CHN/XG2303-1978/2023|C_AA008556.1|2023-03-27
avg_clade-2x1.0	cluster_333788	1	USA/FL-CDC-LC1030705/2023|OQ712475.1|2023-03-19
avg_clade-2x1.0	cluster_304321	2	CHN/ZJCDC769/2023|C_AA009633.1|2023-04-03,CHN/ZJCDC727/2023|C_AA008809.1|2023-04-03
avg_clade-2x1.0	cluster_369145	1	USA/CA-CDC-QDX48637342/2023|OQ827286.1|2023-03-31
avg_clade-2x1.0	cluster_397350	6	England/BRBR-326FF418/2023|OX455794.1|2023-03-09,England/BRBR-326FF3B1/2023|OX455909.1|2023-03-09,England/BRBR-326FF7C4/2023|OX455934.1|2023-03-09,England/PHEC-YYEQ7Y9/2023|2023-03-18,England/PHEC-YYEPR67/2023|2023-03-11,England/BRBR-326F40C4/2023|OX452279.1|2023-03-02
avg_clade-2x1.0	singleton_246121	1	BHR/920917275/2023|OQ781614.1|2023-03-14
avg_clade-2x1.0	cluster_345352	1	USA/NV-CDC-QDX47771613/2023|OQ705147.1|2023-03-11
avg_clade-2x1.0	cluster_388176	7	USA/NY-CDC-QDX47492878/2023|OQ654163.1|2023-03-01,USA/FL-CDC-LC1036121/2023|OQ832932.1|2023-04-04,USA/FL-CDC-QDX48095195/2023|OQ728067.1|2023-03-17,USA/FL-CDC-QDX47870665/2023|OQ705455.1|2023-03-12,USA/NY-CDC-QDX47492895/2023|OQ654294.1|2023-03-02,USA/NY-CDC-QDX47820612/2023|OQ684944.1|2023-03-11,USA/NY-CDC-LC1025880/2023|OQ642912.1|2023-03-02
avg_clade-2x1.0	cluster_385356	1	USA/TX-CDC-VSX-A064106/2023|OQ609546.1|2023-03-02
avg_clade-2x1.0	singleton_269137	1	CHN/HFCDC-2023-261/2023|C_AA002804.1|2023-03
avg_clade-2x1.0	cluster_393517	1	USA/NC-CDC-LC1035892/2023|OQ833134.1|2023-04-08
avg_clade-2x1.0	cluster_346762	1	USA/MN-CDC-VSX-A00424/2023|OQ691690.1|2023-03-07
avg_clade-2x1.0	cluster_339533	11	England/BRBR-326EE5EC/2023|OX450749.1|2023-03-01,England/PHEP-YYG1PTF/2023|2023-04-05,England/PLYM-326FE4FB/2023|OX454709.1|2023-03-08,England/PLYM-326FE446/2023|OX454489.1|2023-03-08,England/PHEP-YYGX3KX/2023|2023-03-02,England/PLYM-326FE4DD/2023|OX454689.1|2023-03-08,England/PLYM-326FE482/2023|OX454354.1|2023-03-08,England/BRBR-326EDED3/2023|OX449783.1|2023-03-01,England/BRBR-326EEB53/2023|OX449757.1|2023-03-01,England/BRBR-326ED9E1/2023|OX449800.1|2023-03-01,England/PLYM-326FE4A0/2023|OX454478.1|2023-03-08
avg_clade-2x1.0	cluster_315751	3	England/PLYM-3270D62F/2023|OX459620.1|2023-03-20,England/PLYM-3270D62F/2023|2023-03-20,England/PHEC-YYEQ1JA/2023|2023-03-19
avg_clade-2x1.0	cluster_303785	2	USA/CA-CDC-LC1022593/2023|OQ601428.1|2023-03-01,CHN/SH-HG20230403-158/2023|C_AA009124.1|2023-03-31
avg_clade-2x1.0	cluster_347204	1	USA/NY-CDC-QDX47820532/2023|OQ684512.1|2023-03-08
avg_clade-2x1.0	cluster_304998	1	England/PHEC-YYEPOJH/2023|2023-03-13
avg_clade-2x1.0	singleton_221596	1	England/BRBR-326F2E62/2023|OX451942.1|2023-03-03
avg_clade-2x1.0	cluster_397580	2	USA/NJ-CDC-QDX48587195/2023|OQ827068.1|2023-03-29,USA/NY-CDC-QDX48366030/2023|OQ783652.1|2023-03-25
avg_clade-2x1.0	singleton_248727	1	England/PHEP-YYGTWEU/2023|2023-03-27
avg_clade-2x1.0	cluster_357854	2	USA/CT-CDC-LC1032259/2023|OQ734305.1|2023-03-24,USA/CA-CDC-QDX47594865/2023|OQ655298.1|2023-03-02
avg_clade-2x1.0	cluster_393421	1	USA/FL-CDC-QDX47772009/2023|OQ684665.1|2023-03-09
avg_clade-2x1.0	cluster_343292	5	England/PHEC-YYEWSMD/2023|2023-04-12,England/PHEC-YYETOZS/2023|2023-03-25,USA/FL-CDC-QDX48193298/2023|OQ782390.1|2023-03-21,England/BRBR-3270A0D9/2023|OX458657.1|2023-03-16,England/PHEC-YYETOMX/2023|2023-03-25
avg_clade-2x1.0	cluster_351149	1	USA/NE-CDC-LC1029392/2023|OQ699390.1|2023-03-11
avg_clade-2x1.0	singleton_250996	1	USA/UT-UPHL-230324430882/2023|OQ850501.1|2023-03-13
avg_clade-2x1.0	cluster_359735	1	USA/NC-CDC-QDX48365378/2023|OQ783354.1|2023-03-23
avg_clade-2x1.0	cluster_351348	1	USA/NY-CDC-QDX47492874/2023|OQ654141.1|2023-03-01
avg_clade-2x1.0	cluster_346261	2	England/BRBR-32702B3A/2023|OX458173.1|2023-03-11,Switzerland/GE-HUG-40782715/2023|OX455714.1|2023-03-01
avg_clade-2x1.0	cluster_369806	5	USA/NY-CDC-QDX48733655/2023|OQ827999.1|2023-04-04,USA/MA-CDC-LC1026107/2023|OQ661309.1|2023-03-09,England/PHEC-YYEQKDC/2023|2023-03-17,England/PHEP-YYG1NK9/2023|2023-03-30,England/PHEC-YYETBTT/2023|2023-03-22
avg_clade-2x1.0	cluster_375804	5	USA/TX-CDC-VSX-A064915/2023|OQ681331.1|2023-03-12,USA/2255677/2023|OQ781084.1|2023-03-15,USA/2253704/2023|OQ727212.1|2023-03-13,USA/IL-CDC-LC1033295/2023|OQ748441.1|2023-03-24,USA/IL-CDC-LC1026962/2023|OQ660848.1|2023-03-06
avg_clade-2x1.0	cluster_361358	10	England/PHEC-YYEPJSE/2023|2023-03-09,Scotland/SCOT-27229/2023|2023-03-02,Scotland/SCOT-27229/2023|OX456968.1|2023-03-02,Scotland/SCOT-28173/2023|OX463089.1|2023-03-18,Scotland/SCOT-28173/2023|2023-03-18,England/PHEC-YYE1R61/2023|2023-03-17,Scotland/SCOT-27920/2023|OX462472.1|2023-03-13,Scotland/SCOT-27920/2023|2023-03-13,Scotland/QEUH-32700CDF/2023|OX458158.1|2023-03-06,England/QEUH-3270345C/2023|OX456326.1|2023-03-08
avg_clade-2x1.0	cluster_395180	3	USA/CA-CDC-QDX48094834/2023|OQ713233.1|2023-03-16,USA/CA-CDC-QDX48415333/2023|OQ783892.1|2023-03-27,USA/CA-CDC-QDX48366125/2023|OQ783472.1|2023-03-24
avg_clade-2x1.0	cluster_387961	4	Scotland/SCOT-28826/2023|OX463456.1|2023-03-15,Scotland/SCOT-28826/2023|2023-03-15,Scotland/SCOT-29435/2023|2023-03-31,Scotland/SCOT-26961/2023|2023-03-01
avg_clade-2x1.0	singleton_250920	1	USA/CA-CDC-LC1028826/2023|OQ699621.1|2023-03-15
avg_clade-2x1.0	singleton_268829	1	CHN/LNCDC-073-1/2023|C_AA002538.1|2023-03-14
avg_clade-2x1.0	cluster_304347	1	England/QEUH-326FE09D/2023|OX455500.1|2023-03-04
avg_clade-2x1.0	cluster_338232	1	CHN/TJCDC20230303-31/2023|C_AA009262.1|2023-03-02
avg_clade-2x1.0	cluster_345107	11	Wales/PHWC-PKXJWC/2023|2023-03-30,England/PHEC-YYEQRKR/2023|2023-03-15,England/PHEC-YYEXFBU/2023|2023-03-19,Scotland/SCOT-28909/2023|OX463446.1|2023-03-12,Scotland/SCOT-27891/2023|OX461063.1|2023-03-16,Scotland/SCOT-28909/2023|2023-03-12,Scotland/SCOT-27891/2023|2023-03-16,England/PHEC-YYEUJAZ/2023|2023-04-05,England/BRBR-32713F3A/2023|OX461400.1|2023-03-26,England/BRBR-32713F3A/2023|2023-03-26,Wales/PHWC-PKQNUZ/2023|2023-03-14
avg_clade-2x1.0	cluster_365248	1	USA/CA-CDC-LC1037072/2023|OQ852411.1|2023-04-12
avg_clade-2x1.0	cluster_398085	1	USA/IN-CDC-LC1033311/2023|OQ748384.1|2023-03-23
avg_clade-2x1.0	singleton_282614	1	USA/NY-CDC-QDX47492173/2023|OQ654488.1|2023-03-02
avg_clade-2x1.0	cluster_372892	3	USA/VA-CDC-LC1027599/2023|OQ661126.1|2023-03-07,England/PHEC-YYEUIGO/2023|2023-03-27,USA/TX-CDC-QDX48365938/2023|OQ782768.1|2023-03-22
