strain	date	iso_year	iso_week_nr	iso_week	S1_mutations	clade_membership	country	country_exposure	division	division_exposure	emerging_lineage	lineage	mutational_fitness	recency	region	region_exposure	author	accession	Health_region	location	originating_lab	submitting_lab	logistic_growth	Representative_sampling
Portugal/PT21630/2021	2021-11-15	2021	46	2021W46	8.00	21I (Delta)	Portugal	Portugal	Evora	Evora	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		ALENTEJO	Evora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21643/2021	2021-11-16	2021	46	2021W46	8.00	21I (Delta)	Portugal	Portugal	Evora	Evora	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		ALENTEJO	Evora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21642/2021	2021-11-16	2021	46	2021W46	8.00	21I (Delta)	Portugal	Portugal	Evora	Evora	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		ALENTEJO	Evora	Synlab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21143/2021	2021-11-08	2021	45	2021W45	8.00	21I (Delta)	Portugal	Portugal	Beja	Beja	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA, IBiMED - U Aveiro		ALENTEJO	Odemira	ULS Litoral Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23585/2021	2021-12-13	2021	50	2021W50	8.00	21I (Delta)	Portugal	Portugal	Lisboa	Lisboa	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		LX V TEJO	Amadora	CHLO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-13.06	Weekly
Portugal/PT21825/2021	2021-11-16	2021	46	2021W46	8.00	21I (Delta)	Portugal	Portugal	Coimbra	Coimbra	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		CENTRO	Tabua	LAC UCoimbra	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT24313/2021	2021-12-21	2021	51	2021W51	9.00	21I (Delta)	Portugal	Portugal	Santarem	Santarem	21I (Delta)	AY.26	1.17	Older	Europe	Europe	INSA		LX V TEJO	Cartaxo	H Santarem	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-13.06	Weekly
Portugal/PT20504/2021	2021-11-02	2021	44	2021W44	8.00	21I (Delta)	Portugal	Portugal	Evora	Evora	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		ALENTEJO	Mora	SYNLAB	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21157/2021	2021-11-06	2021	44	2021W44	8.00	21I (Delta)	Portugal	Portugal	Lisboa	Lisboa	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA, IBiMED - U Aveiro		LX V TEJO	Vila Franca de Xira	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21333/2021	2021-11-16	2021	46	2021W46	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		CENTRO	Serta	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22949/2021	2021-12-06	2021	49	2021W49	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.15	Older	Europe	Europe	INSA, IGC		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22947/2021	2021-12-06	2021	49	2021W49	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.15	Older	Europe	Europe	INSA, IGC		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22941/2021	2021-12-05	2021	48	2021W48	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.15	Older	Europe	Europe	INSA, IGC		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22606/2021	2021-11-30	2021	48	2021W48	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		CENTRO	Serta	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22960/2021	2021-12-05	2021	48	2021W48	8.00	21I (Delta)	Portugal	Portugal	Lisboa	Lisboa	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA, IGC		LX V TEJO	Sintra	H Fernando Fonseca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22940/2021	2021-12-04	2021	48	2021W48	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA, IGC		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22063/2021	2021-11-22	2021	47	2021W47	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		CENTRO	Serta	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22937/2021	2021-12-03	2021	48	2021W48	9.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA, IGC		CENTRO	Idanha-a-Nova	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22431/2021	2021-11-29	2021	48	2021W48	8.00	21I (Delta)	Portugal	Portugal	Braganca	Braganca	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		NORTE	Miranda do Douro	ULSNE - Braganca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22068/2021	2021-11-22	2021	47	2021W47	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		CENTRO	Idanha-a-Nova	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22594/2021	2021-11-27	2021	47	2021W47	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		CENTRO	Idanha-a-Nova	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22950/2021	2021-12-07	2021	49	2021W49	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA, IGC		CENTRO	Idanha-a-Nova	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22936/2021	2021-12-03	2021	48	2021W48	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA, IGC		CENTRO	Idanha-a-Nova	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22065/2021	2021-11-22	2021	47	2021W47	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		CENTRO	Idanha-a-Nova	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22595/2021	2021-11-28	2021	47	2021W47	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		CENTRO	Idanha-a-Nova	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22604/2021	2021-11-30	2021	48	2021W48	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		CENTRO	Idanha-a-Nova	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22054/2021	2021-11-21	2021	46	2021W46	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		CENTRO	Idanha-a-Nova	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22069/2021	2021-11-22	2021	47	2021W47	8.00	21I (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21I (Delta)	AY.26	1.14	Older	Europe	Europe	INSA		CENTRO	Idanha-a-Nova	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21177/2021	2021-11-06	2021	44	2021W44	8.00	21I (Delta)	Portugal	Portugal	Santarem	Santarem	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA, IBiMED - U Aveiro		LX V TEJO	Chamusca	H Santarem	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22330/2021	2021-11-29	2021	48	2021W48	8.00	21I (Delta)	Portugal	Portugal	Lisboa	Lisboa	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		LX V TEJO	Vila Franca de Xira	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23478/2021	2021-12-13	2021	50	2021W50	8.00	21I (Delta)	Portugal	Portugal	Lisboa	Lisboa	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		LX V TEJO	Lisboa	CHLC	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-13.06	Weekly
Portugal/PT21847/2021	2021-11-22	2021	47	2021W47	8.00	21I (Delta)	Portugal	Portugal	Evora	Evora	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		ALENTEJO	Evora	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20638/2021	2021-11-01	2021	44	2021W44	8.00	21I (Delta)	Portugal	Portugal	Setubal	Setubal	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		LX V TEJO	Palmela	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21577/2021	2021-11-16	2021	46	2021W46	8.00	21I (Delta)	Portugal	Portugal	Guarda	Guarda	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		CENTRO	Figueira de Castelo Rodrigo	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22008/2021	2021-11-22	2021	47	2021W47	8.00	21I (Delta)	Portugal	Portugal	Viseu	Viseu	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		CENTRO	Tondela	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT24141/2021	2021-12-19	2021	50	2021W50	9.00	21I (Delta)	Portugal	Portugal	Guarda	Guarda	21I (Delta)	AY.26	1.20	Older	Europe	Europe	INSA		CENTRO	Seia	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-13.06	Weekly
Portugal/PT21001/2021	2021-11-09	2021	45	2021W45	8.00	21I (Delta)	Portugal	Portugal	Guarda	Guarda	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		CENTRO	Gouveia	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21226/2021	2021-11-15	2021	46	2021W46	8.00	21I (Delta)	Portugal	Portugal	Beja	Beja	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA, IBiMED - U Aveiro		ALENTEJO	Odemira	ULS Litoral Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21150/2021	2021-11-09	2021	45	2021W45	8.00	21I (Delta)	Portugal	Portugal	Beja	Beja	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA, IBiMED - U Aveiro		ALENTEJO	Odemira	ULS Litoral Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21151/2021	2021-11-09	2021	45	2021W45	8.00	21I (Delta)	Portugal	Portugal	Beja	Beja	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA, IBiMED - U Aveiro		ALENTEJO	Odemira	ULS Litoral Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21220/2021	2021-11-14	2021	45	2021W45	8.00	21I (Delta)	Portugal	Portugal	Setubal	Setubal	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA, IBiMED - U Aveiro		ALENTEJO	Santiago do Cacem	ULS Litoral Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21225/2021	2021-11-15	2021	46	2021W46	8.00	21I (Delta)	Portugal	Portugal	Beja	Beja	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA, IBiMED - U Aveiro		ALENTEJO	Odemira	ULS Litoral Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21227/2021	2021-11-16	2021	46	2021W46	8.00	21I (Delta)	Portugal	Portugal	Setubal	Setubal	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA, IBiMED - U Aveiro		ALENTEJO	Sines	ULS Litoral Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22357/2021	2021-11-29	2021	48	2021W48	10.00	21I (Delta)	Portugal	Portugal	Guarda	Guarda	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		CENTRO	Celorico da Beira	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22362/2021	2021-11-29	2021	48	2021W48	10.00	21I (Delta)	Portugal	Portugal	Guarda	Guarda	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		CENTRO	Fornos de Algodres	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23044/2021	2021-12-06	2021	49	2021W49	9.00	21I (Delta)	Portugal	Portugal	Guarda	Guarda	21I (Delta)	AY.26	1.17	Older	Europe	Europe	INSA, IBiMED - U Aveiro		CENTRO	Guarda	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23041/2021	2021-12-05	2021	48	2021W48	9.00	21I (Delta)	Portugal	Portugal	Guarda	Guarda	21I (Delta)	AY.26	1.17	Older	Europe	Europe	INSA, IBiMED - U Aveiro		CENTRO	Guarda	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23040/2021	2021-12-05	2021	48	2021W48	8.00	21I (Delta)	Portugal	Portugal	Guarda	Guarda	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA, IBiMED - U Aveiro		CENTRO	Guarda	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22351/2021	2021-11-28	2021	47	2021W47	8.00	21I (Delta)	Portugal	Portugal	Guarda	Guarda	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		CENTRO	Guarda	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22355/2021	2021-11-28	2021	47	2021W47	8.00	21I (Delta)	Portugal	Portugal	Guarda	Guarda	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		CENTRO	Guarda	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23053/2021	2021-12-06	2021	49	2021W49	8.00	21I (Delta)	Portugal	Portugal	Guarda	Guarda	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA, IBiMED - U Aveiro		CENTRO	Almeida	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23046/2021	2021-12-06	2021	49	2021W49	8.00	21I (Delta)	Portugal	Portugal	Guarda	Guarda	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA, IBiMED - U Aveiro		CENTRO	Guarda	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT24229/2021	2021-12-19	2021	50	2021W50	9.00	21I (Delta)	Portugal	Portugal	Leiria	Leiria	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		CENTRO	Leiria	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-13.06	Weekly
Portugal/PT22864/2021	2021-12-05	2021	48	2021W48	10.00	21I (Delta)	Portugal	Portugal	Lisboa	Lisboa	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA, IGC		LX V TEJO	Alenquer	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21703/2021	2021-11-16	2021	46	2021W46	10.00	21I (Delta)	Portugal	Portugal	Coimbra	Coimbra	21I (Delta)	AY.26	1.15	Older	Europe	Europe	INSA		CENTRO	Coimbra	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21702/2021	2021-11-16	2021	46	2021W46	10.00	21I (Delta)	Portugal	Portugal	Coimbra	Coimbra	21I (Delta)	AY.26	1.15	Older	Europe	Europe	INSA		CENTRO	Coimbra	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21221/2021	2021-11-15	2021	46	2021W46	9.00	21I (Delta)	Portugal	Portugal	Beja	Beja	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA, IBiMED - U Aveiro		ALENTEJO	Odemira	ULS Litoral Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21229/2021	2021-11-16	2021	46	2021W46	9.00	21I (Delta)	Portugal	Portugal	Beja	Beja	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA, IBiMED - U Aveiro		ALENTEJO	Odemira	ULS Litoral Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22964/2021	2021-12-03	2021	48	2021W48	9.00	21I (Delta)	Portugal	Portugal	Beja	Beja	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA, IGC		ALENTEJO	Odemira	ULS Litoral Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21002/2021	2021-11-08	2021	45	2021W45	9.00	21I (Delta)	Portugal	Portugal	Leiria	Leiria	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		CENTRO	Leiria	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT25653/2022	2022-01-09	2022	1	2022W01	9.00	21I (Delta)	Portugal	Portugal	Aveiro	Aveiro	21I (Delta)	AY.26	1.16	One month ago	Europe	Europe	INSA		CENTRO	Albergaria-a-Velha	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-13.06	Weekly
Portugal/PT21946/2021	2021-11-22	2021	47	2021W47	9.00	21I (Delta)	Portugal	Portugal	Coimbra	Coimbra	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		CENTRO	Coimbra	Avelab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20207/2021	2021-11-02	2021	44	2021W44	8.00	21I (Delta)	Portugal	Portugal	Lisboa	Lisboa	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		LX V TEJO	Lisboa	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20935/2021	2021-11-09	2021	45	2021W45	8.00	21I (Delta)	Portugal	Portugal	Leiria	Leiria	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		LX V TEJO	Caldas da Rainha	CHULN - H Santa Maria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22787/2021	2021-11-27	2021	47	2021W47	8.00	21I (Delta)	Portugal	Portugal	Viseu	Viseu	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		CENTRO	Santa Comba Dao	CH Tondela Viseu	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22815/2021	2021-11-30	2021	48	2021W48	8.00	21I (Delta)	Portugal	Portugal	Viseu	Viseu	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		CENTRO	Viseu	CH Tondela Viseu	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21372/2021	2021-11-16	2021	46	2021W46	9.00	21I (Delta)	Portugal	Portugal	Leiria	Leiria	21I (Delta)	AY.26	1.15	Older	Europe	Europe	INSA		CENTRO	Marinha Grande	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21316/2021	2021-11-15	2021	46	2021W46	9.00	21I (Delta)	Portugal	Portugal	Portalegre	Portalegre	21I (Delta)	AY.26	1.17	Older	Europe	Europe	INSA		ALENTEJO	Portalegre	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21367/2021	2021-11-15	2021	46	2021W46	9.00	21I (Delta)	Portugal	Portugal	Coimbra	Coimbra	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		CENTRO	Lousa	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21378/2021	2021-11-16	2021	46	2021W46	9.00	21I (Delta)	Portugal	Portugal	Leiria	Leiria	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		CENTRO	Leiria	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22298/2021	2021-11-26	2021	47	2021W47	9.00	21I (Delta)	Portugal	Portugal	Coimbra	Coimbra	21I (Delta)	AY.26	1.15	Older	Europe	Europe	INSA		CENTRO	Miranda do Corvo	LAC UCoimbra	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22010/2021	2021-11-22	2021	47	2021W47	9.00	21I (Delta)	Portugal	Portugal	Leiria	Leiria	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		LX V TEJO	Obidos	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21831/2021	2021-11-19	2021	46	2021W46	9.00	21I (Delta)	Portugal	Portugal	Coimbra	Coimbra	21I (Delta)	AY.26	1.16	Older	Europe	Europe	INSA		CENTRO	Coimbra	LAC UCoimbra	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20830/2021	2021-11-09	2021	45	2021W45	8.00	21A (Delta)	Portugal	Portugal	Lisboa	Lisboa	21A (Delta)	AY.26	1.17	Older	Europe	Europe	INSA		LX V TEJO	Lisboa	SYNLAB	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT23709/2021	2021-12-14	2021	50	2021W50	8.00	21A (Delta)	Portugal	Portugal	Coimbra	Coimbra	21A (Delta)	B.1.617.2	1.11	Older	Europe	Europe	INSA		CENTRO	Figueira da Foz	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-23.33	Weekly
Portugal/PT22074/2021	2021-11-23	2021	47	2021W47	7.00	21J (Delta)	Portugal	Portugal	Castelo Branco	Castelo Branco	21J (Delta)	AY.99.2	1.18	Older	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21492/2021	2021-11-13	2021	45	2021W45	8.00	21J (Delta)	Portugal	Portugal	Porto	Porto	21J (Delta)	AY.99.2	1.18	Older	Europe	Europe	INSA		NORTE	Vila do Conde	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22252/2021	2021-11-19	2021	46	2021W46	8.00	21J (Delta)	Portugal	Portugal	Braga	Braga	21J (Delta)	AY.99.2	1.18	Older	Europe	Europe	INSA		NORTE	Barcelos	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20349/2021	2021-11-01	2021	44	2021W44	7.00	21J (Delta)	Portugal	Portugal	Faro	Faro	21J (Delta)	AY.99.2	1.14	Older	Europe	Europe	INSA		ALGARVE	Faro	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22143/2021	2021-11-22	2021	47	2021W47	7.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.99.2	1.18	Older	Europe	Europe	INSA		ACORES-RA	Ponta Delgada	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT22722/2021	2021-11-28	2021	47	2021W47	7.00	21J (Delta)	Portugal	Portugal	Acores	Acores	21J (Delta)	AY.99.2	1.18	Older	Europe	Europe	INSA		ACORES-RA	Ponta Delgada	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21973/2021	2021-11-19	2021	46	2021W46	7.00	21J (Delta)	Portugal	Portugal	Setubal	Setubal	21J (Delta)	AY.99.2	1.19	Older	Europe	Europe	INSA		LX V TEJO	Barreiro	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT20831/2021	2021-11-08	2021	45	2021W45	7.00	21J (Delta)	Portugal	Portugal	Setubal	Setubal	21J (Delta)	AY.99.2	1.19	Older	Europe	Europe	INSA		LX V TEJO	Setubal	SYNLAB	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT21972/2021	2021-11-19	2021	46	2021W46	7.00	21J (Delta)	Portugal	Portugal	Setubal	Setubal	21J (Delta)	AY.99.2	1.19	Older	Europe	Europe	INSA		LX V TEJO	Setubal	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
