strain	date	iso_year	iso_week_nr	iso_week	S1_mutations	clade_membership	country	country_exposure	division	division_exposure	emerging_lineage	lineage	mutational_fitness	recency	region	region_exposure	author	accession	Health_region	location	originating_lab	submitting_lab	logistic_growth	Representative_sampling
Portugal/PT26658/2022	2022-01-25	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Braga	Braga	B.1.1.529 (Omicron)	BA.1.1	0.95	One week ago	Europe	Europe	INSA		NORTE	Cabeceiras de Basto	H Guimaraes	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.94	Weekly
Portugal/PT26675/2022	2022-01-25	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1.1	0.95	One week ago	Europe	Europe	INSA		NORTE	Porto	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.94	Weekly
Portugal/PT27386/2022	2022-01-31	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1.1	1.04	3-7 days ago	Europe	Europe	INSA		NORTE	Valongo	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.94	Weekly
Portugal/PT27220/2022	2022-01-31	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1.1	0.93	3-7 days ago	Europe	Europe	INSA		ALGARVE	Loule	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.94	Weekly
Portugal/PT26508/2022	2022-01-23	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1.1	0.92	One week ago	Europe	Europe	INSA		LX V TEJO	Setubal	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.94	Weekly
Portugal/PT26507/2022	2022-01-23	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1.1	0.92	One week ago	Europe	Europe	INSA		LX V TEJO	Setubal	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.94	Weekly
Portugal/PT26753/2022	2022-01-25	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Aveiro	Aveiro	B.1.1.529 (Omicron)	BA.1.1	0.93	One week ago	Europe	Europe	INSA		CENTRO	Aveiro	Avelab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26822/2022	2022-01-23	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1.1	0.93	One week ago	Europe	Europe	INSA		ALGARVE	Albufeira	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26349/2022	2022-01-17	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1.1	0.98	One month ago	Europe	Europe	INSA		LX V TEJO	Torres Vedras	CHLN	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT25641/2022	2022-01-10	2022	2	2022W02	28.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1.1	0.92	One month ago	Europe	Europe	INSA		ACORES-RA	Nordeste	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26801/2022	2022-01-22	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1.1	0.92	One week ago	Europe	Europe	INSA		ACORES-RA	Nordeste	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26610/2022	2022-01-25	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Viseu	Viseu	B.1.1.529 (Omicron)	BA.1	0.82	One week ago	Europe	Europe	INSA		NORTE	Armamar	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26580/2022	2022-01-24	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Castelo Branco	Castelo Branco	B.1.1.529 (Omicron)	BA.1.1	0.92	One week ago	Europe	Europe	INSA		CENTRO	Oleiros	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT27665/2022	2022-02-06	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Castelo Branco	Castelo Branco	B.1.1.529 (Omicron)	BA.1.1	0.92	New	Europe	Europe	INSA		CENTRO	Oleiros	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26105/2022	2022-01-16	2022	2	2022W02	29.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1.1	0.92	One month ago	Europe	Europe	INSA		ALGARVE	Albufeira	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26844/2022	2022-01-24	2022	4	2022W04	29.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1.1	0.92	One week ago	Europe	Europe	INSA		ALGARVE	Castro Marim	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT27636/2022	2022-02-05	2022	5	2022W05	29.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1.1	0.92	New	Europe	Europe	INSA		LX V TEJO	Sintra	H Fernando Fonseca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26639/2022	2022-01-24	2022	4	2022W04	29.00	21K (Omicron)	Portugal	Portugal	Braga	Braga	B.1.1.529 (Omicron)	BA.1.1	0.92	One week ago	Europe	Europe	INSA		NORTE	Braga	H Braga	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26881/2022	2022-01-25	2022	4	2022W04	29.00	21K (Omicron)	Portugal	Portugal	Braganca	Braganca	B.1.1.529 (Omicron)	BA.1.1	0.92	One week ago	Europe	Europe	INSA		NORTE	Macedo de Cavaleiros	ULSNE - Braganca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26147/2022	2022-01-18	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Braganca	Braganca	B.1.1.529 (Omicron)	BA.1.1	0.91	One month ago	Europe	Europe	INSA		NORTE	Torre de Moncorvo	CHTMAD - Vila Real	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26146/2022	2022-01-18	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Viseu	Viseu	B.1.1.529 (Omicron)	BA.1.1	0.91	One month ago	Europe	Europe	INSA		NORTE	Lamego	CHTMAD - Vila Real	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26611/2022	2022-01-25	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Viseu	Viseu	B.1.1.529 (Omicron)	BA.1.1	0.91	One week ago	Europe	Europe	INSA		NORTE	Lamego	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT27928/2022	2022-02-03	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Viseu	Viseu	B.1.1.529 (Omicron)	BA.1.1	0.91	New	Europe	Europe	INSA		CENTRO	Viseu	CH Tondela Viseu	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT27929/2022	2022-02-03	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Viseu	Viseu	B.1.1.529 (Omicron)	BA.1.1	0.91	New	Europe	Europe	INSA		CENTRO	Viseu	CH Tondela Viseu	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT27513/2022	2022-01-28	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Viseu	Viseu	B.1.1.529 (Omicron)	BA.1.1	0.94	3-7 days ago	Europe	Europe	INSA		CENTRO	Sao Pedro do Sul	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT27003/2022	2022-01-30	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1.1	0.93	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Setubal	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT27248/2022	2022-02-01	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Vila Real	Vila Real	B.1.1.529 (Omicron)	BA.1.1	0.95	3-7 days ago	Europe	Europe	INSA		NORTE	Vila Real	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT27289/2022	2022-01-30	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Braganca	Braganca	B.1.1.529 (Omicron)	BA.1.1	0.91	3-7 days ago	Europe	Europe	INSA		NORTE	Braganca	ULSNE - Braganca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT27157/2022	2022-02-01	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Castelo Branco	Castelo Branco	B.1.1.529 (Omicron)	BA.1.1	0.92	3-7 days ago	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT27395/2022	2022-01-31	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Aveiro	Aveiro	B.1.1.529 (Omicron)	BA.1.1	0.92	3-7 days ago	Europe	Europe	INSA		CENTRO	Albergaria-a-Velha	Avelab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26342/2022	2022-01-17	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Aveiro	Aveiro	B.1.1.529 (Omicron)	BA.1.1	0.92	One month ago	Europe	Europe	INSA		NORTE	Santa Maria da Feira	CHEDV	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26040/2022	2022-01-17	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1.1	0.92	One month ago	Europe	Europe	INSA		ALENTEJO	Serpa	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT27782/2022	2022-02-08	2022	6	2022W06	28.00	21K (Omicron)	Portugal	Portugal	Braga	Braga	B.1.1.529 (Omicron)	BA.1.1	0.92	New	Europe	Europe	INSA		NORTE	Braga	H Braga	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT25353/2022	2022-01-10	2022	2	2022W02	28.00	21K (Omicron)	Portugal	Portugal	Coimbra	Coimbra	B.1.1.529 (Omicron)	BA.1.1	0.92	One month ago	Europe	Europe	INSA		CENTRO	Coimbra	LAC UCoimbra	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26742/2022	2022-01-25	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Leiria	Leiria	B.1.1.529 (Omicron)	BA.1.1	0.92	One week ago	Europe	Europe	INSA		CENTRO	Pombal	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT28104/2022	2022-02-06	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1.1	0.94	New	Europe	Europe	INSA		NORTE	Matosinhos	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT27828/2022	2022-02-05	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1.1	0.93	New	Europe	Europe	INSA		NORTE	Felgueiras	CH Tamega e Sousa	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT25816/2022	2022-01-10	2022	2	2022W02	28.00	21K (Omicron)	Portugal	Portugal	Madeira	Madeira	B.1.1.529 (Omicron)	BA.1.1	0.92	One month ago	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT27057/2022	2022-01-31	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1.1	0.92	3-7 days ago	Europe	Europe	INSA		LX V TEJO	Vila Franca de Xira	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26462/2022	2022-01-24	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1.1	0.92	One week ago	Europe	Europe	INSA		LX V TEJO	Vila Franca de Xira	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT25916/2022	2022-01-17	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Braga	Braga	B.1.1.529 (Omicron)	BA.1.1	0.92	One month ago	Europe	Europe	INSA		NORTE	Barcelos	LAC UCoimbra	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26738/2022	2022-01-25	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Leiria	Leiria	B.1.1.529 (Omicron)	BA.1.1	0.92	One week ago	Europe	Europe	INSA		CENTRO	Marinha Grande	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26465/2022	2022-01-24	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1.1	0.92	One week ago	Europe	Europe	INSA		LX V TEJO	Alenquer	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT26713/2022	2022-01-19	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Viseu	Viseu	B.1.1.529 (Omicron)	BA.1.1	0.92	One week ago	Europe	Europe	INSA		CENTRO	Vila Nova de Paiva	CH Tondela Viseu	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	4.82	Weekly
Portugal/PT27655/2022	2022-02-07	2022	6	2022W06	28.00	21K (Omicron)	Portugal	Portugal	Evora	Evora	B.1.1.529 (Omicron)	BA.1.1	0.92	New	Europe	Europe	INSA		ALENTEJO	Evora	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.25	Weekly
Portugal/PT27627/2022	2022-02-07	2022	6	2022W06	28.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1.1	0.92	New	Europe	Europe	INSA		LX V TEJO	Vila Franca de Xira	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.15	Weekly
Portugal/PT27715/2022	2022-02-07	2022	6	2022W06	28.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1.1	0.92	New	Europe	Europe	INSA		ALENTEJO	Alcacer do Sal	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.15	Weekly
Portugal/PT27540/2022	2022-01-31	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Viana do Castelo	Viana do Castelo	B.1.1.529 (Omicron)	BA.1.1	0.92	3-7 days ago	Europe	Europe	INSA		NORTE	Caminha	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27050/2022	2022-02-01	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1.1	0.92	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Castro Verde	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27323/2022	2022-01-31	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Braga	Braga	B.1.1.529 (Omicron)	BA.1.1	0.99	3-7 days ago	Europe	Europe	INSA		NORTE	Braga	H Braga	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27724/2022	2022-02-06	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1.1	0.92	New	Europe	Europe	INSA		ALGARVE	Faro	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27926/2022	2022-02-02	2022	5	2022W05	29.00	21K (Omicron)	Portugal	Portugal	Viseu	Viseu	B.1.1.529 (Omicron)	BA.1.1	0.92	New	Europe	Europe	INSA		CENTRO	Viseu	CH Tondela Viseu	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27536/2022	2022-01-31	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Viseu	Viseu	B.1.1.529 (Omicron)	BA.1.1	0.92	3-7 days ago	Europe	Europe	INSA		CENTRO	Moimenta da Beira	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT25964/2022	2022-01-16	2022	2	2022W02	28.00	21K (Omicron)	Portugal	Portugal	Evora	Evora	B.1.1.529 (Omicron)	BA.1.1	0.92	One month ago	Europe	Europe	INSA		ALENTEJO	Evora	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT25928/2022	2022-01-17	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Coimbra	Coimbra	B.1.1.529 (Omicron)	BA.1.1	0.92	One month ago	Europe	Europe	INSA		CENTRO	Cantanhede	LAC UCoimbra	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27863/2022	2022-02-08	2022	6	2022W06	28.00	21K (Omicron)	Portugal	Portugal	Coimbra	Coimbra	B.1.1.529 (Omicron)	BA.1.1	0.92	New	Europe	Europe	INSA		CENTRO	Coimbra	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT26708/2022	2022-01-23	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1.1	0.93	One week ago	Europe	Europe	INSA		NORTE	Paredes	CH Tamega e Sousa	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT26493/2022	2022-01-23	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Santarem	Santarem	B.1.1.529 (Omicron)	BA.1	0.92	One week ago	Europe	Europe	INSA		LX V TEJO	Almeirim	CHLC	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT26714/2022	2022-01-19	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Viseu	Viseu	B.1.1.529 (Omicron)	BA.1.1	0.86	One week ago	Europe	Europe	INSA		CENTRO	Penalva do Castelo	CH Tondela Viseu	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27430/2022	2022-01-31	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1.1	0.92	3-7 days ago	Europe	Europe	INSA		LX V TEJO	Oeiras	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT26024/2022	2022-01-16	2022	2	2022W02	28.00	21K (Omicron)	Portugal	Portugal	Evora	Evora	B.1.1.529 (Omicron)	BA.1.1	0.92	One month ago	Europe	Europe	INSA		ALENTEJO	Portel	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27117/2022	2022-01-31	2022	5	2022W05	29.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1.1	0.92	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Grandola	ULS Litoral Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT26352/2022	2022-01-17	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1.1	0.90	One month ago	Europe	Europe	INSA		LX V TEJO	Amadora	CHLN	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT26968/2022	2022-01-23	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Vila Real	Vila Real	B.1.1.529 (Omicron)	BA.1.1	0.94	One week ago	Europe	Europe	INSA		NORTE	Chaves	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27811/2022	2022-02-08	2022	6	2022W06	28.00	21K (Omicron)	Portugal	Portugal	Vila Real	Vila Real	B.1.1.529 (Omicron)	BA.1.1	0.94	New	Europe	Europe	INSA		NORTE	Chaves	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27242/2022	2022-01-30	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Vila Real	Vila Real	B.1.1.529 (Omicron)	BA.1.1	0.92	3-7 days ago	Europe	Europe	INSA		NORTE	Vila Real	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27802/2022	2022-02-06	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Vila Real	Vila Real	B.1.1.529 (Omicron)	BA.1.1	0.92	New	Europe	Europe	INSA		NORTE	Vila Real	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27884/2022	2022-02-07	2022	6	2022W06	28.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1.1	0.91	New	Europe	Europe	INSA		NORTE	Porto	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27662/2022	2022-02-08	2022	6	2022W06	28.00	21K (Omicron)	Portugal	Portugal	Evora	Evora	B.1.1.529 (Omicron)	BA.1.1	0.92	New	Europe	Europe	INSA		ALENTEJO	Evora	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT25384/2022	2022-01-11	2022	2	2022W02	28.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1.1	0.92	One month ago	Europe	Europe	INSA		LX V TEJO	Loures	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT25756/2022	2022-01-10	2022	2	2022W02	28.00	21K (Omicron)	Portugal	Portugal	Evora	Evora	B.1.1.529 (Omicron)	BA.1.1	0.92	One month ago	Europe	Europe	INSA		ALENTEJO	Viana do Alentejo	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27074/2022	2022-01-31	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Evora	Evora	B.1.1.529 (Omicron)	BA.1.1	0.92	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Vendas Novas	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27077/2022	2022-02-01	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Evora	Evora	B.1.1.529 (Omicron)	BA.1.1	0.92	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Vendas Novas	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT26694/2022	2022-01-23	2022	3	2022W03	28.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1.1	0.92	One week ago	Europe	Europe	INSA		LX V TEJO	Setubal	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT28126/2022	2022-02-08	2022	6	2022W06	28.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1.1	0.92	New	Europe	Europe	INSA		LX V TEJO	Seixal	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT26599/2022	2022-01-25	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Aveiro	Aveiro	B.1.1.529 (Omicron)	BA.1.1	0.92	One week ago	Europe	Europe	INSA		CENTRO	Oliveira do Bairro	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT27078/2022	2022-02-01	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Evora	Evora	B.1.1.529 (Omicron)	BA.1.1	1.01	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Evora	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT26591/2022	2022-01-24	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Portalegre	Portalegre	B.1.1.529 (Omicron)	BA.1.1	1.01	One week ago	Europe	Europe	INSA		ALENTEJO	Elvas	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
Portugal/PT26592/2022	2022-01-24	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Portalegre	Portalegre	B.1.1.529 (Omicron)	BA.1.1	1.01	One week ago	Europe	Europe	INSA		ALENTEJO	Elvas	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.05	Weekly
